index,open,high,low,close,tick_volume,spread,real_volume,i,local_min,local_max,roll_vol,roll_vol_mean,roll_vol_std,last_min_price,rol_min,s_rol_min,s_rol_max,stoch,candle_side,v_pattern,v_pattern_near,ppvi,rolling_ppvi,ret_n
2016-10-20 16:39:00,64815.0,64820.0,64780.0,64790.0,226,5,621,16550,0,0,1869.0,4490.45,186.99132977039523,64755.0,64750.0,64750.0,64915.0,0.24242424242424243,-1.0,0,1.0,True,1.0,125.0
2016-10-21 11:29:00,64550.0,64555.0,64470.0,64510.0,887,5,2739,16790,1,0,4102.0,4865.57,1005.2902213670864,64470.0,64455.0,64455.0,64655.0,0.275,-1.0,0,1.0,True,1.0,120.0
2016-10-24 12:40:00,65380.0,65390.0,65325.0,65330.0,517,5,1551,17411,0,0,4157.0,6085.64,885.7843072477067,65250.0,65250.0,65250.0,65535.0,0.2807017543859649,-1.0,0,1.0,True,1.0,-80.0
2016-10-25 12:56:00,64355.0,64360.0,64310.0,64320.0,313,5,989,17977,0,0,3490.0,6397.38,415.60141003658794,64255.0,64255.0,64255.0,64535.0,0.23214285714285715,-1.0,0,1.0,True,1.0,115.0
2016-10-27 12:35:00,65290.0,65290.0,65220.0,65250.0,1349,5,4126,19056,0,0,11291.0,7221.93,1060.2940863251013,65135.0,65135.0,65135.0,65530.0,0.2911392405063291,-1.0,0,1.0,True,1.0,50.0
2016-10-27 17:13:00,65390.0,65415.0,65375.0,65385.0,403,5,1444,19334,0,1,3029.0,3413.21,91.84244673977757,65325.0,65325.0,65325.0,65580.0,0.23529411764705882,-1.0,0,1.0,True,1.0,-35.0
2016-11-01 10:49:00,66020.0,66025.0,65930.0,65955.0,1173,5,3144,20600,0,0,4910.0,3788.99,439.0438830437611,65870.0,65870.0,65870.0,66160.0,0.29310344827586204,-1.0,0,1.0,True,1.0,-5.0
2016-11-01 14:21:00,64370.0,64370.0,64290.0,64305.0,1084,5,3438,20812,0,0,11196.0,7959.45,432.09921007317064,64200.0,64200.0,64200.0,64640.0,0.23863636363636365,-1.0,0,1.0,True,1.0,15.0
2016-11-04 09:33:00,62495.0,62520.0,62410.0,62465.0,573,5,1440,21624,0,0,2417.0,3630.73,407.1016571760458,62405.0,62405.0,62405.0,62655.0,0.24,-1.0,0,1.0,True,1.0,-120.0
2016-11-08 11:58:00,64565.0,64570.0,64530.0,64545.0,347,5,1050,22866,0,0,5273.0,5597.42,447.1650579557368,64460.0,64460.0,64460.0,64750.0,0.29310344827586204,-1.0,0,1.0,True,1.0,15.0
2016-11-10 13:17:00,62755.0,62760.0,62635.0,62685.0,1145,5,3133,24042,0,0,9574.0,11291.36,1310.5727827886433,62355.0,62355.0,62355.0,63480.0,0.29333333333333333,-1.0,0,1.0,True,1.0,-240.0
2016-11-11 09:24:00,60375.0,60440.0,60320.0,60340.0,591,5,1730,24359,0,0,5989.0,4337.04,422.511896616682,60115.0,60115.0,60115.0,61385.0,0.17716535433070865,-1.0,0,1.0,True,1.0,80.0
2016-11-11 13:11:00,60525.0,60590.0,60455.0,60475.0,699,5,2015,24586,0,0,5741.0,7481.33,329.70217999748667,60315.0,60315.0,60315.0,61100.0,0.20382165605095542,-1.0,0,1.0,True,1.0,70.0
2016-11-14 09:29:00,59345.0,59365.0,59235.0,59265.0,509,5,1274,24911,0,0,3935.0,3840.64,436.52996897590623,58975.0,58975.0,58975.0,60050.0,0.26976744186046514,-1.0,0,1.0,True,1.0,65.0
2016-11-16 16:47:00,60875.0,60895.0,60780.0,60805.0,1096,5,2902,25897,0,0,4805.0,7034.13,137.6609618065026,60735.0,60735.0,60735.0,61130.0,0.17721518987341772,-1.0,0,1.0,True,1.0,125.0
2016-11-24 11:47:00,62105.0,62130.0,62090.0,62100.0,572,5,1577,28895,1,0,5621.0,3370.61,354.4355735655414,62090.0,62050.0,62050.0,62230.0,0.2777777777777778,-1.0,0,1.0,True,1.0,5.0
2016-11-24 12:42:00,61995.0,61995.0,61970.0,61975.0,190,5,387,28950,0,0,3481.0,3312.31,79.8627694842067,61900.0,61900.0,61900.0,62175.0,0.2727272727272727,-1.0,0,1.0,True,1.0,80.0
2016-11-24 17:40:00,61925.0,61925.0,61835.0,61860.0,311,5,1184,29248,0,0,2252.0,1619.18,139.84249752652747,61750.0,61750.0,61750.0,62145.0,0.27848101265822783,-1.0,0,1.0,True,1.0,-15.0
2016-12-01 10:34:00,61350.0,61355.0,61175.0,61185.0,1605,5,4544,31566,0,0,10635.0,5618.54,345.5660909705026,61075.0,61075.0,61075.0,61535.0,0.2391304347826087,-1.0,0,1.0,True,1.0,-200.0
2016-12-01 13:03:00,60685.0,60700.0,60660.0,60670.0,872,5,2685,31715,0,0,7912.0,7253.37,554.8539753934532,60480.0,60480.0,60480.0,61150.0,0.2835820895522388,-1.0,0,1.0,True,1.0,-120.0
2016-12-05 15:45:00,59895.0,59900.0,59800.0,59835.0,666,5,1629,32975,0,0,3430.0,4202.34,579.4054066844972,59790.0,59790.0,59790.0,60105.0,0.14285714285714285,-1.0,0,1.0,True,1.0,20.0
2016-12-09 15:34:00,60510.0,60510.0,60470.0,60495.0,406,5,1169,35161,0,0,3356.0,5398.91,356.2709491723615,60395.0,60395.0,60395.0,60730.0,0.29850746268656714,-1.0,0,1.0,True,1.0,50.0
2016-12-12 09:12:00,59735.0,59735.0,59720.0,59725.0,129,5,276,35329,0,0,1305.0,3621.61,419.1225409579845,59625.0,59625.0,59625.0,60600.0,0.10256410256410256,-1.0,0,1.0,True,1.0,-125.0
2016-12-13 09:56:00,59020.0,59030.0,58960.0,58965.0,480,5,1513,35923,0,0,3684.0,4139.8,281.5405036613635,58910.0,58910.0,58910.0,59340.0,0.12790697674418605,-1.0,0,1.0,True,1.0,-75.0
2016-12-14 15:16:00,60180.0,60180.0,60110.0,60110.0,528,5,1470,36793,0,0,5900.0,4539.94,148.25301746748084,60020.0,60020.0,60020.0,60480.0,0.1956521739130435,-1.0,0,1.0,True,1.0,10.0
2016-12-14 17:22:00,59905.0,59915.0,59785.0,59795.0,991,5,2704,36919,0,0,6603.0,5380.77,327.1948517555743,59530.0,59530.0,59530.0,60460.0,0.2849462365591398,-1.0,0,1.0,True,1.0,70.0
2016-12-16 15:51:00,59970.0,59975.0,59930.0,59950.0,562,5,1746,37928,1,0,6766.0,3760.94,683.0385195849949,59930.0,59930.0,59930.0,60120.0,0.10526315789473684,-1.0,0,1.0,True,1.0,70.0
2016-12-19 11:05:00,59420.0,59435.0,59400.0,59405.0,213,5,417,38192,0,0,2191.0,3466.09,233.94082562212046,59335.0,59335.0,59335.0,59570.0,0.2978723404255319,-1.0,0,1.0,True,1.0,5.0
2016-12-19 13:23:00,59105.0,59105.0,59035.0,59070.0,697,5,2009,38330,0,0,4528.0,4257.87,333.508169921679,59015.0,59015.0,59015.0,59220.0,0.2682926829268293,-1.0,0,1.0,True,1.0,-15.0
2016-12-21 11:09:00,58740.0,58750.0,58690.0,58715.0,417,5,1267,39296,1,0,2315.0,3620.24,112.92586236280421,58690.0,58655.0,58655.0,58870.0,0.27906976744186046,-1.0,0,1.0,True,1.0,20.0
2016-12-21 13:40:00,58490.0,58490.0,58445.0,58455.0,341,5,921,39447,0,0,3963.0,5751.81,690.9960278900647,58365.0,58365.0,58365.0,58675.0,0.2903225806451613,-1.0,0,1.0,True,1.0,-35.0
2016-12-21 15:07:00,58340.0,58350.0,58325.0,58325.0,153,5,376,39534,0,0,3124.0,4278.31,562.1029761131874,58250.0,58250.0,58250.0,58515.0,0.2830188679245283,-1.0,0,1.0,True,1.0,80.0
2016-12-22 09:34:00,58400.0,58410.0,58355.0,58390.0,610,5,1357,39751,0,0,4355.0,4130.83,255.40378163715368,58305.0,58305.0,58305.0,58710.0,0.20987654320987653,-1.0,0,1.0,True,1.0,15.0
2016-12-27 12:34:00,59600.0,59620.0,59585.0,59595.0,437,5,1381,41581,0,0,5374.0,2961.06,100.2930200735543,59525.0,59525.0,59525.0,59760.0,0.2978723404255319,-1.0,0,1.0,True,1.0,140.0
2016-12-27 13:25:00,59440.0,59465.0,59415.0,59415.0,425,5,1339,41632,0,0,2619.0,4387.15,624.0331897531473,59375.0,59375.0,59375.0,59750.0,0.10666666666666667,-1.0,0,1.0,True,1.0,145.0
2017-01-09 09:16:00,62245.0,62250.0,62220.0,62240.0,425,5,1467,45783,0,0,2614.0,2308.69,294.74258537675234,62120.0,62120.0,62120.0,62550.0,0.27906976744186046,-1.0,0,1.0,True,1.0,20.0
2017-01-12 12:43:00,64740.0,64745.0,64650.0,64690.0,1037,5,3188,47637,0,0,6254.0,5139.37,347.7331073262242,64635.0,64635.0,64635.0,64880.0,0.22448979591836735,-1.0,0,1.0,True,1.0,-95.0
2017-01-13 17:22:00,64075.0,64080.0,64020.0,64040.0,451,5,1519,48466,0,0,4370.0,3610.97,198.91692120191237,63965.0,63965.0,63965.0,64220.0,0.29411764705882354,-1.0,0,1.0,True,1.0,45.0
2017-01-19 17:08:00,64365.0,64375.0,64300.0,64300.0,608,5,1960,50652,0,0,4424.0,3996.07,215.7960784932536,64270.0,64270.0,64270.0,64530.0,0.11538461538461539,-1.0,0,1.0,True,1.0,-125.0
2017-01-24 14:25:00,66285.0,66325.0,66225.0,66235.0,829,5,2823,52139,0,1,5150.0,5118.39,356.1101162989249,66180.0,66180.0,66180.0,66430.0,0.22,-1.0,0,1.0,True,1.0,0.0
2017-01-24 16:12:00,66120.0,66125.0,66070.0,66085.0,378,5,1420,52246,0,0,9317.0,5340.51,176.5587031394967,66040.0,66030.0,66030.0,66245.0,0.2558139534883721,-1.0,0,1.0,True,1.0,145.0
2017-02-09 15:13:00,65155.0,65170.0,65110.0,65125.0,721,5,2478,58235,0,1,3811.0,4340.95,758.3351616563059,65060.0,65060.0,65060.0,65330.0,0.24074074074074073,-1.0,0,1.0,True,1.0,-55.0
2017-02-17 09:12:00,68550.0,68560.0,68515.0,68515.0,372,5,1129,61174,0,0,4670.0,4263.53,532.4360416458095,68350.0,68350.0,68350.0,68970.0,0.2661290322580645,-1.0,0,1.0,True,1.0,-100.0
2017-03-02 12:27:00,66890.0,66895.0,66815.0,66830.0,709,5,2276,64976,0,0,5321.0,7790.01,836.4926861755246,66700.0,66700.0,66700.0,67220.0,0.25,-1.0,0,1.0,True,1.0,-160.0
2017-03-02 13:15:00,66530.0,66540.0,66475.0,66490.0,750,5,2631,65024,0,0,8409.0,8331.99,591.935512897013,66435.0,66435.0,66435.0,66760.0,0.16923076923076924,-1.0,0,1.0,True,1.0,130.0
2017-03-06 12:00:00,67055.0,67065.0,66930.0,67005.0,2196,5,8028,66049,0,0,14342.0,6783.92,877.9946809332123,66960.0,66930.0,66930.0,67245.0,0.23809523809523808,-1.0,0,1.0,True,1.0,20.0
2017-03-06 13:07:00,66885.0,66895.0,66870.0,66880.0,364,5,1155,66116,0,0,4398.0,7006.46,272.3375797807308,66825.0,66825.0,66825.0,67130.0,0.18032786885245902,-1.0,0,1.0,True,1.0,35.0
2017-03-07 15:37:00,66720.0,66725.0,66695.0,66700.0,152,5,562,66816,0,0,1938.0,3503.07,168.24373918956434,66660.0,66660.0,66660.0,66795.0,0.2962962962962963,-1.0,0,1.0,True,1.0,-45.0
2017-03-08 10:40:00,66005.0,66010.0,65960.0,65990.0,402,5,1297,67069,0,0,5273.0,5431.01,695.254675706336,65885.0,65885.0,65885.0,66295.0,0.25609756097560976,-1.0,0,1.0,True,1.0,-70.0
2017-03-09 13:02:00,65070.0,65080.0,64985.0,65035.0,706,5,2539,67761,0,0,8225.0,9720.32,674.5054594084168,64960.0,64960.0,64960.0,65220.0,0.28846153846153844,-1.0,0,1.0,True,1.0,-75.0
2017-03-14 10:48:00,65700.0,65730.0,65660.0,65670.0,661,5,2364,69262,0,0,4766.0,6225.51,1064.3475683937936,65555.0,65555.0,65555.0,65940.0,0.2987012987012987,-1.0,0,1.0,True,1.0,-65.0
2017-03-14 11:20:00,65515.0,65520.0,65475.0,65495.0,848,5,2598,69294,0,0,10104.0,7544.48,1658.6762787469831,65440.0,65440.0,65440.0,65670.0,0.2391304347826087,-1.0,0,1.0,True,1.0,-10.0
2017-03-15 11:17:00,65200.0,65205.0,65140.0,65155.0,655,5,2376,69826,0,0,9402.0,7031.77,1485.86051300341,65075.0,65075.0,65075.0,65410.0,0.23880597014925373,-1.0,0,1.0,True,1.0,10.0
2017-03-16 10:34:00,66720.0,66765.0,66660.0,66670.0,1718,5,6104,70318,0,1,12016.0,5850.71,715.4258831076147,66565.0,66565.0,66565.0,66950.0,0.2727272727272727,-1.0,0,1.0,True,1.0,0.0
2017-03-20 09:11:00,64580.0,64580.0,64525.0,64550.0,773,5,2670,71305,0,0,6995.0,4541.38,648.1042146466029,64450.0,64450.0,64450.0,64815.0,0.273972602739726,-1.0,0,1.0,True,1.0,-140.0
2017-03-21 11:34:00,64090.0,64095.0,64025.0,64080.0,1076,5,2940,71983,1,0,6928.0,10598.1,2408.541369078633,64025.0,64025.0,64025.0,64520.0,0.1111111111111111,-1.0,0,1.0,True,1.0,25.0
2017-03-22 09:13:00,62820.0,62825.0,62795.0,62810.0,336,5,1342,72377,0,0,5102.0,4366.57,517.5928390444701,62630.0,62630.0,62630.0,63255.0,0.288,-1.0,0,1.0,True,1.0,5.0
2017-03-30 16:41:00,65400.0,65410.0,65375.0,65385.0,241,5,835,76035,0,0,5398.0,4118.08,138.1318022412687,65360.0,65360.0,65360.0,65530.0,0.14705882352941177,-1.0,0,1.0,True,1.0,-55.0
2017-03-31 15:56:00,65590.0,65605.0,65575.0,65580.0,325,5,996,76524,0,0,3137.0,3784.53,331.91361914927285,65520.0,65520.0,65520.0,65770.0,0.24,-1.0,0,1.0,True,1.0,40.0
2017-04-13 14:24:00,64130.0,64140.0,64095.0,64110.0,430,5,1346,81247,0,0,5559.0,5269.14,350.4037713330573,64040.0,64040.0,64040.0,64375.0,0.208955223880597,-1.0,0,1.0,True,1.0,80.0
2017-04-13 14:56:00,64040.0,64050.0,64015.0,64035.0,524,5,1924,81279,0,0,3813.0,5510.39,193.05690806798978,63970.0,63970.0,63970.0,64200.0,0.2826086956521739,-1.0,0,1.0,True,1.0,0.0
2017-04-18 09:13:00,65000.0,65005.0,64970.0,64975.0,443,5,1832,82006,0,0,4311.0,3830.95,467.33789778284796,64875.0,64875.0,64875.0,65525.0,0.15384615384615385,-1.0,0,1.0,True,1.0,0.0
2017-04-18 16:12:00,64965.0,64970.0,64890.0,64910.0,1121,5,3345,82425,1,0,5223.0,5610.61,257.5296291522819,64890.0,64815.0,64815.0,65175.0,0.2638888888888889,-1.0,0,1.0,True,1.0,105.0
2017-04-19 15:24:00,64570.0,64600.0,64520.0,64520.0,682,5,2716,82912,0,0,8873.0,6849.63,273.36988432945805,64420.0,64420.0,64420.0,64815.0,0.25316455696202533,-1.0,0,1.0,True,1.0,75.0
2017-04-20 13:18:00,64530.0,64530.0,64500.0,64525.0,159,5,571,83321,0,0,4050.0,8512.15,364.1346054260673,64440.0,64440.0,64440.0,64815.0,0.22666666666666666,-1.0,0,1.0,True,1.0,65.0
2017-05-03 09:17:00,67330.0,67330.0,67320.0,67325.0,156,5,599,86822,0,0,4050.0,3799.0,550.9941045772455,67235.0,67235.0,67235.0,67705.0,0.19148936170212766,-1.0,0,1.0,True,1.0,50.0
2017-05-04 13:25:00,65635.0,65655.0,65605.0,65620.0,529,5,1754,87605,0,0,5263.0,6037.77,1289.4937478240458,65575.0,65575.0,65575.0,65755.0,0.25,-1.0,0,1.0,True,1.0,-25.0
2017-05-08 16:30:00,66000.0,66000.0,65970.0,65970.0,401,5,1374,88860,0,0,3913.0,3310.72,162.80762622696017,65925.0,65925.0,65925.0,66195.0,0.16666666666666666,-1.0,0,1.0,True,1.0,35.0
2017-05-11 09:22:00,67890.0,67890.0,67865.0,67885.0,223,5,797,90037,0,0,4272.0,3743.87,343.87652852830445,67800.0,67800.0,67800.0,68120.0,0.265625,-1.0,0,1.0,True,1.0,-50.0
2017-05-12 17:40:00,68555.0,68560.0,68545.0,68550.0,91,5,438,91070,0,0,1702.0,3651.47,216.946029202864,68485.0,68485.0,68485.0,68790.0,0.21311475409836064,-1.0,0,1.0,True,1.0,25.0
2017-05-17 09:25:00,68815.0,68825.0,68780.0,68780.0,312,5,1266,92180,0,0,4005.0,4958.01,587.9378705072461,68705.0,68705.0,68705.0,69030.0,0.23076923076923078,-1.0,0,1.0,True,1.0,0.0
2017-05-19 14:26:00,63225.0,63235.0,63195.0,63200.0,401,5,982,93508,0,0,2149.0,3825.24,907.1863715714549,63070.0,63070.0,63070.0,63510.0,0.29545454545454547,-1.0,0,1.0,True,1.0,-110.0
2017-05-24 16:47:00,63770.0,63775.0,63725.0,63725.0,437,5,1487,95252,0,0,11620.0,8006.16,1299.5558990302986,63675.0,63640.0,63640.0,63980.0,0.25,-1.0,0,1.0,True,1.0,10.0
2017-05-29 09:22:00,64040.0,64045.0,64005.0,64005.0,237,5,621,96412,0,0,2193.0,4361.18,938.3382926151899,63950.0,63950.0,63950.0,64470.0,0.10576923076923077,-1.0,0,1.0,True,1.0,15.0
2017-06-01 16:15:00,62505.0,62515.0,62450.0,62470.0,677,5,2628,98430,0,0,6644.0,6691.28,995.9456300114805,62405.0,62405.0,62405.0,62710.0,0.21311475409836064,-1.0,0,1.0,True,1.0,-15.0
2017-06-02 11:07:00,62420.0,62440.0,62405.0,62410.0,451,5,1517,98657,0,0,5320.0,9150.17,1724.4169239753355,62330.0,62330.0,62330.0,62680.0,0.22857142857142856,-1.0,0,1.0,True,1.0,5.0
2017-06-07 12:39:00,63145.0,63150.0,63120.0,63140.0,393,5,1294,100352,0,0,5164.0,8578.5,1018.8885944097615,63110.0,63110.0,63110.0,63395.0,0.10526315789473684,-1.0,0,1.0,True,1.0,-10.0
2017-06-08 09:30:00,62960.0,62980.0,62935.0,62945.0,778,5,2315,100698,0,1,3931.0,4525.43,692.3783982256471,62835.0,62835.0,62835.0,63250.0,0.26506024096385544,-1.0,0,1.0,True,1.0,-35.0
2017-06-08 10:30:00,62675.0,62730.0,62615.0,62620.0,2072,5,6702,100758,0,1,9404.0,7589.17,1386.6457310107482,62580.0,62580.0,62580.0,62765.0,0.21621621621621623,-1.0,0,1.0,True,1.0,30.0
2017-06-12 10:29:00,61975.0,61980.0,61930.0,61940.0,1049,5,3535,101827,1,0,11437.0,7344.67,953.0131404725197,61930.0,61850.0,61850.0,62215.0,0.2465753424657534,-1.0,0,1.0,True,1.0,250.0
2017-06-14 11:55:00,63140.0,63150.0,63060.0,63065.0,1200,5,3746,102983,0,0,11357.0,7669.95,693.5940745022855,62990.0,62990.0,62990.0,63325.0,0.22388059701492538,-1.0,0,1.0,True,1.0,-70.0
2017-06-14 15:58:00,62805.0,62810.0,62775.0,62780.0,508,5,1618,103226,0,0,3446.0,6767.75,1017.8972081231228,62675.0,62675.0,62675.0,63100.0,0.24705882352941178,-1.0,0,1.0,True,1.0,-150.0
2017-06-20 10:44:00,62445.0,62465.0,62430.0,62430.0,470,5,1911,104517,0,0,7398.0,7070.4,1386.3236314121311,62375.0,62375.0,62375.0,62585.0,0.2619047619047619,-1.0,0,1.0,True,1.0,-90.0
2017-06-20 17:05:00,61560.0,61560.0,61545.0,61555.0,192,5,665,104898,0,0,3738.0,4880.02,148.44266996404633,61480.0,61480.0,61480.0,61790.0,0.24193548387096775,-1.0,0,1.0,True,1.0,-85.0
2017-06-21 13:14:00,61735.0,61745.0,61710.0,61720.0,292,5,773,105202,0,0,3521.0,6357.49,1473.4720734659952,61680.0,61680.0,61680.0,61910.0,0.17391304347826086,-1.0,0,1.0,True,1.0,0.0
2017-06-21 14:59:00,61475.0,61485.0,61460.0,61460.0,390,5,1517,105307,0,0,4617.0,6680.84,420.96455306231246,61360.0,61360.0,61360.0,61705.0,0.2898550724637681,-1.0,0,1.0,True,1.0,20.0
2017-06-23 09:14:00,61950.0,61955.0,61920.0,61925.0,452,5,1397,106032,0,0,4190.0,4019.11,609.9195139509586,61830.0,61830.0,61830.0,62175.0,0.2753623188405797,-1.0,0,1.0,True,1.0,5.0
2017-06-27 13:44:00,62720.0,62720.0,62690.0,62710.0,328,5,1089,107372,0,0,3592.0,5719.94,1026.5242472093787,62670.0,62670.0,62670.0,62850.0,0.2222222222222222,-1.0,0,1.0,True,1.0,-15.0
2017-07-06 13:10:00,63225.0,63225.0,63200.0,63200.0,388,5,1279,111083,0,0,2955.0,6865.97,735.5631230371258,63140.0,63140.0,63140.0,63350.0,0.2857142857142857,-1.0,0,1.0,True,1.0,40.0
2017-07-11 16:36:00,64375.0,64380.0,64355.0,64365.0,270,5,970,112894,0,0,2418.0,4115.27,810.5247164126836,64325.0,64325.0,64325.0,64470.0,0.27586206896551724,-1.0,0,1.0,True,1.0,-10.0
2017-07-12 11:04:00,64745.0,64750.0,64700.0,64710.0,552,5,1930,113097,1,0,6958.0,7529.01,1202.480929810089,64700.0,64625.0,64625.0,64910.0,0.2982456140350877,-1.0,0,1.0,True,1.0,110.0
2017-07-12 11:49:00,64680.0,64680.0,64615.0,64630.0,1101,5,4597,113142,0,0,8117.0,9762.4,1526.9391352201822,64595.0,64595.0,64595.0,64845.0,0.14,-1.0,0,1.0,True,1.0,-115.0
2017-07-20 11:50:00,65430.0,65450.0,65370.0,65380.0,1076,5,4415,116353,0,0,8624.0,10825.61,1906.0571354971585,65315.0,65315.0,65315.0,65540.0,0.28888888888888886,-1.0,0,1.0,True,1.0,75.0
2017-07-24 12:33:00,65195.0,65195.0,65165.0,65165.0,498,5,1759,117466,0,0,6177.0,6833.27,393.87412082261335,65130.0,65130.0,65130.0,65320.0,0.18421052631578946,-1.0,0,1.0,True,1.0,30.0
2017-07-26 10:46:00,65845.0,65845.0,65775.0,65780.0,750,5,2773,118429,0,0,11122.0,7551.77,1327.8062397717856,65740.0,65740.0,65740.0,65980.0,0.16666666666666666,-1.0,0,1.0,True,1.0,75.0
2017-08-08 09:32:00,67975.0,67975.0,67930.0,67935.0,678,5,2271,123170,0,0,6744.0,4564.0,660.6756493844409,67885.0,67885.0,67885.0,68100.0,0.23255813953488372,-1.0,0,1.0,True,1.0,30.0
2017-08-08 15:40:00,68305.0,68305.0,68285.0,68290.0,346,5,1177,123538,0,0,2340.0,4449.29,248.95707171501826,68265.0,68265.0,68265.0,68370.0,0.23809523809523808,-1.0,0,1.0,True,1.0,-45.0
2017-08-08 16:46:00,68050.0,68050.0,68025.0,68030.0,259,5,908,123604,0,0,3479.0,5518.78,353.4775500818898,67955.0,67955.0,67955.0,68235.0,0.26785714285714285,-1.0,0,1.0,True,1.0,-40.0
2017-08-10 13:19:00,66970.0,66970.0,66935.0,66950.0,975,5,4516,124467,0,0,8374.0,6843.08,1617.8989086895338,66915.0,66915.0,66915.0,67075.0,0.21875,-1.0,0,1.0,True,1.0,-10.0
2017-08-11 16:31:00,67440.0,67445.0,67370.0,67370.0,881,5,3945,125194,0,0,5747.0,6386.79,276.1641069014834,67310.0,67310.0,67310.0,67545.0,0.2553191489361702,-1.0,0,1.0,True,1.0,20.0
2017-08-16 16:33:00,69590.0,69600.0,69580.0,69585.0,254,5,1018,126800,0,0,2883.0,7222.6,893.8141939368888,69515.0,69515.0,69515.0,69775.0,0.2692307692307692,-1.0,0,1.0,True,1.0,-50.0
2017-08-17 15:30:00,68895.0,68895.0,68845.0,68855.0,598,5,2677,127272,0,0,6238.0,6383.04,169.9786805536067,68820.0,68820.0,68820.0,69000.0,0.19444444444444445,-1.0,0,1.0,True,1.0,-35.0
2017-08-21 15:05:00,69525.0,69540.0,69480.0,69495.0,1147,5,4681,128317,0,0,10057.0,4511.28,690.826901300519,69470.0,69470.0,69470.0,69670.0,0.125,-1.0,0,1.0,True,1.0,-60.0
2017-08-23 10:25:00,70905.0,70910.0,70865.0,70865.0,1180,5,4383,129103,0,0,10032.0,6539.45,1512.1184651914912,70810.0,70810.0,70810.0,71030.0,0.25,-1.0,0,1.0,True,1.0,-30.0
2017-08-30 11:34:00,71630.0,71640.0,71575.0,71585.0,895,5,3387,131847,0,0,8520.0,10599.86,2213.9123023895863,71530.0,71530.0,71530.0,71740.0,0.2619047619047619,-1.0,0,1.0,True,1.0,-30.0
2017-09-01 16:56:00,72640.0,72640.0,72605.0,72605.0,476,5,2003,133239,0,0,3747.0,4094.09,270.12488951665415,72585.0,72585.0,72585.0,72700.0,0.17391304347826086,-1.0,0,1.0,True,1.0,0.0
2017-09-05 11:28:00,73330.0,73340.0,73305.0,73320.0,623,5,2860,133979,0,0,8709.0,14133.47,2876.379679650456,73230.0,73230.0,73230.0,73540.0,0.2903225806451613,-1.0,0,1.0,True,1.0,-25.0
2017-09-08 10:43:00,73985.0,73985.0,73950.0,73965.0,564,5,2319,135004,0,0,5321.0,8958.75,1131.526010454911,73900.0,73900.0,73900.0,74140.0,0.2708333333333333,-1.0,0,1.0,True,1.0,-90.0
2017-09-14 14:07:00,75040.0,75040.0,75005.0,75025.0,642,5,3511,137348,0,0,9610.0,6623.83,1750.9762092087121,74980.0,74980.0,74980.0,75170.0,0.23684210526315788,-1.0,0,1.0,True,1.0,5.0
2017-09-20 15:36:00,75680.0,75680.0,75560.0,75590.0,2225,5,7788,139577,1,0,17348.0,12654.13,1974.973691210068,75560.0,75450.0,75450.0,75955.0,0.27722772277227725,-1.0,0,1.0,True,1.0,125.0
2017-10-02 10:01:00,74455.0,74490.0,74395.0,74430.0,1980,5,7934,143522,1,0,13828.0,6199.42,408.88221551201275,74395.0,74385.0,74385.0,74760.0,0.12,-1.0,0,1.0,True,1.0,10.0
2017-10-11 13:18:00,76590.0,76590.0,76550.0,76575.0,559,5,2232,147464,0,0,8930.0,8441.08,3042.3317214873427,76540.0,76520.0,76520.0,76755.0,0.23404255319148937,-1.0,0,1.0,True,1.0,45.0
2017-10-13 11:26:00,77090.0,77105.0,77040.0,77040.0,936,5,3553,147887,0,0,12258.0,12570.65,1666.2728128797853,76970.0,76970.0,76970.0,77280.0,0.22580645161290322,-1.0,0,1.0,True,1.0,-65.0
2017-10-18 12:53:00,77030.0,77030.0,76990.0,76990.0,426,5,2032,149609,0,0,9558.0,10882.76,1237.1775487548477,76935.0,76935.0,76935.0,77170.0,0.23404255319148937,-1.0,0,1.0,True,1.0,-25.0
2017-10-19 11:50:00,76430.0,76435.0,76365.0,76385.0,2356,5,8456,150096,0,0,16066.0,12326.15,2085.8447422201166,76310.0,76310.0,76310.0,76635.0,0.23076923076923078,-1.0,0,1.0,True,1.0,125.0
2017-10-23 16:45:00,76395.0,76425.0,76385.0,76385.0,612,5,2839,151491,0,0,8910.0,7446.63,604.1542024144081,76345.0,76345.0,76345.0,76730.0,0.1038961038961039,-1.0,0,1.0,True,1.0,-115.0
2017-10-24 17:15:00,76805.0,76815.0,76765.0,76770.0,532,5,1982,152071,0,0,4556.0,9044.74,346.5766615544149,76750.0,76750.0,76750.0,76935.0,0.10810810810810811,-1.0,0,1.0,True,1.0,65.0
2017-10-26 12:26:00,77260.0,77265.0,77185.0,77225.0,1157,5,5272,152882,0,0,14687.0,16133.66,1661.5167551011114,77125.0,77125.0,77125.0,77500.0,0.26666666666666666,-1.0,0,1.0,True,1.0,30.0
2017-10-27 10:30:00,76330.0,76345.0,76205.0,76305.0,2414,5,8776,153316,1,0,14183.0,10638.44,1116.04965406695,76205.0,76170.0,76170.0,76635.0,0.2903225806451613,-1.0,0,1.0,True,1.0,265.0
2017-10-30 11:03:00,75825.0,75835.0,75655.0,75695.0,2694,5,9345,153899,0,0,13945.0,11634.01,2187.7485391199,75625.0,75625.0,75625.0,75900.0,0.2545454545454545,-1.0,0,1.0,True,1.0,-5.0
